id	nr_urz	miasto	woj	powiat	gmina	rodzaj_urzedu	urzad	kod	adres	nazwa_bel_1	nazwa_bel_2	odes³anie_do_starostwa	skrot	nazwa_1	nazwa_2	nazwa_ca³a	konto_oplat_geodezyjnych	jaka nazwa
1114	2508	Leszno	mazowieckie	warszawski zachodni	Leszno	10	Urz¹d Gminy	05-084	Al. Wojska Polskiego 21	Urz¹d Gminy	w Lesznie	2504	UMLesznie	Urz¹d Gminy w Lesznie		Urz¹d Gminy w Lesznie		
1074	2509	Ksi¹¿ki	kujawsko-pomorskie	w¹brzeski	Ksi¹¿ki	10	Urz¹d Gminy	87-222	ul. Bankowa 4	Urz¹d Gminy	Ksi¹¿ki	2511	UMKsi¹¿ki	Urz¹d Gminy Ksi¹¿ki		Urz¹d Gminy Ksi¹¿ki		
2539	2510	W¹brzeŸno	kujawsko-pomorskie	w¹brzeski	W¹brzeŸno	8	Urz¹d Miasta	87-200	ul. Wolnoœci 18	Urz¹d Miasta	W¹brzeŸno	2511	UMW¹brzeŸno	Urz¹d Miasta W¹brzeŸno		Urz¹d Miasta W¹brzeŸno		
2537	2511	W¹brzeŸno	kujawsko-pomorskie	w¹brzeski	W¹brzeŸno	4	Starostwo Powiatowe	87-200	ul. Wolnoœci 44			0	SPW¹brzeŸnie	Starostwo Powiatowe w W¹brzeŸnie		Starostwo Powiatowe w W¹brzeŸnie		
2538	2512	W¹brzeŸno	kujawsko-pomorskie	w¹brzeski	W¹brzeŸno	10	Urz¹d Gminy	87-200	ul. Mickiewicza 21	Urz¹d Gminy	W¹brzeŸno	2511	UMW¹brzeŸno	Urz¹d Gminy W¹brzeŸno		Urz¹d Gminy W¹brzeŸno		
404	2513	Dêbowa £¹ka	kujawsko-pomorskie	w¹brzeski	Dêbowa £¹ka	10	Urz¹d Gminy	87-207	Dêbowa £¹ka 38	Urz¹d Gminy	Dêbowa £¹ka	2511	UMDêbowa £¹ka	Urz¹d Gminy Dêbowa £¹ka		Urz¹d Gminy Dêbowa £¹ka		
1753	2514	P³u¿nica	kujawsko-pomorskie	w¹brzeski	P³u¿nica	10	Urz¹d Gminy	87-214	P³u¿nica	Urz¹d Gminy	w P³u¿nicy	2511	UMP³u¿nicy	Urz¹d Gminy w P³u¿nicy		Urz¹d Gminy w P³u¿nicy		
1361	2515	Mieœcisko	wielkopolskie	w¹growiecki	Mieœcisko	10	Urz¹d Gminy	62-290	Pl. Powstañców Wielkopolskich 13	Urz¹d Gminy	Mieœcisko	2519	UMMieœcisko	Urz¹d Gminy Mieœcisko		Urz¹d Gminy Mieœcisko		
374	2516	Damas³awek	wielkopolskie	w¹growiecki	Damas³awek	10	Urz¹d Gminy	62-110	ul. Rynek 8	Urz¹d Gminy	Domas³awek	2519	UMDomas³awek	Urz¹d Gminy Domas³awek		Urz¹d Gminy Domas³awek		
573	2517	Go³añcz	wielkopolskie	w¹growiecki	Go³añcz	9	Urz¹d Miasta i Gminy	62-130	ul. dr Piotra Kowalika 2	Urz¹d Miasta i Gminy	Go³añcz	2519	UMGo³añcz	Urz¹d Miasta i Gminy Go³añcz		Urz¹d Miasta i Gminy Go³añcz		
2543	2518	W¹growiec	wielkopolskie	w¹growiecki	W¹growiec	10	Urz¹d Gminy	62-100	ul. Cysterska 22	Urz¹d Gminy	W¹growiec	2519	UMW¹growiec	Urz¹d Gminy W¹growiec		Urz¹d Gminy W¹growiec		
2542	2519	W¹growiec	wielkopolskie	w¹growiecki	W¹growiec	4	Starostwo Powiatowe	62-100	ul. Koœciuszki 15			0	SPW¹growcu	Starostwo Powiatowe w W¹growcu		Starostwo Powiatowe w W¹growcu		
2544	2520	W¹growiec	wielkopolskie	w¹growiecki	W¹growiec	8	Urz¹d Miasta	62-100	ul. Koœciuszki 15A	Urz¹d Miejski	w W¹growcu	2519	UMW¹growcu	Urz¹d Miejski w W¹growcu		Urz¹d Miejski w W¹growcu		
2524	2521	Wapno	wielkopolskie	w¹growiecki	Wapno	10	Urz¹d Gminy	62-120	ul. Œwierczewskiego 1a	Urz¹d Gminy	Wapno	2519	UMWapno	Urz¹d Gminy Wapno		Urz¹d Gminy Wapno		
2112	2522	Skoki	wielkopolskie	w¹growiecki	Skoki	9	Urz¹d Miasta i Gminy	62-085	ul. Ciastowicza 11	Urz¹d Miasta i Gminy	Skoki	2519	UMSkoki	Urz¹d Miasta i Gminy Skoki		Urz¹d Miasta i Gminy Skoki		
2550	2523	Wejherowo	pomorskie	wejherowski	Wejherowo	4	Starostwo Powiatowe	84-200	ul. 3 Maja 4			0	SPWejherowie	Starostwo Powiatowe w Wejherowie		Starostwo Powiatowe w Wejherowie		
550	2524	Gniewino	pomorskie	wejherowski	Gniewino	10	Urz¹d Gminy	84-250	ul. Pomorska 8	Urz¹d Gminy	Gniewino	2523	UMGniewino	Urz¹d Gminy Gniewino		Urz¹d Gminy Gniewino		
2551	2525	Wejherowo	pomorskie	wejherowski	Wejherowo	10	Urz¹d Gminy	84-200	os. PrzyjaŸni 6	Urz¹d Gminy	Wejherowo	2523	UMWejherowo	Urz¹d Gminy Wejherowo		Urz¹d Gminy Wejherowo		
2552	2526	Wejherowo	pomorskie	wejherowski	Wejherowo	8	Urz¹d Miasta	84-200	Pl. Wejhera 8	Urz¹d Miejski	w Wejherowie	2523	UMWejherowie	Urz¹d Miejski w Wejherowie		Urz¹d Miejski w Wejherowie		
1252	2527	£êczyce	pomorskie	wejherowski	£êczyce	10	Urz¹d Gminy	84-218	ul. D³uga 49	Urz¹d Gminy	£êczyce	2523	UM£êczyce	Urz¹d Gminy £êczyce		Urz¹d Gminy £êczyce		
2329	2528	Szemud	pomorskie	wejherowski	Szemud	10	Urz¹d Gminy	84-217	ul. Kartuska 13	Urz¹d Gminy	Szemud	2523	UMSzemud	Urz¹d Gminy Szemud		Urz¹d Gminy Szemud		
1214	2529	Luzino	pomorskie	wejherowski	Luzino	10	Urz¹d Gminy	84-242	ul. Ofiar Stutthofu 11	Urz¹d Gminy	Luzino	2523	UMLuzino	Urz¹d Gminy Luzino		Urz¹d Gminy Luzino		
271	2530	Choczewo	pomorskie	wejherowski	Choczewo	10	Urz¹d Gminy	84-210	ul. Pierwszych Osadników 17	Urz¹d Gminy	Choczewo	2523	UMChoczewo	Urz¹d Gminy Choczewo		Urz¹d Gminy Choczewo		
1941	2531	Reda	pomorskie	wejherowski	Reda	8	Urz¹d Miasta	84-240	ul. Pucka 9	Urz¹d Miasta	w Redzie	2523	UMRedzie	Urz¹d Miasta w Redzie		Urz¹d Miasta w Redzie		
1986	2532	Rumia	pomorskie	wejherowski	Rumia	8	Urz¹d Miasta	84-230	ul. Sobieskiego 7	Urz¹d Miasta	Rumia	2523	UMRumia	Urz¹d Miasta Rumia		Urz¹d Miasta Rumia		
1138	2533	Linia	pomorskie	wejherowski	Linia	10	Urz¹d Gminy	84-223	ul. Turystyczna 15	Urz¹d Gminy	Linia	2523	UMLinia	Urz¹d Gminy Linia		Urz¹d Gminy Linia		
1797	2534	Pozezdrze	warmiñsko-mazurskie	wêgorzewski	Pozezdrze	10	Urz¹d Gminy	11-610	ul. 1 Maja 1a	Urz¹d Gminy	w Pozezdrzu	2536	UMPozezdrzu	Urz¹d Gminy w Pozezdrzu		Urz¹d Gminy w Pozezdrzu		
214	2535	Budry	warmiñsko-mazurskie	wêgorzewski	Budry	10	Urz¹d Gminy	11-606	Al. Wojska Polskiego 27	Urz¹d Gminy	w Budrach	2536	UMBudrach	Urz¹d Gminy w Budrach		Urz¹d Gminy w Budrach		
2556	2536	Wêgorzewo	warmiñsko-mazurskie	wêgorzewski	Wêgorzewo	4	Starostwo Powiatowe	11-600	ul. 3 Maja 17B			0	SPWêgorzewie	Starostwo Powiatowe w Wêgorzewie		Starostwo Powiatowe w Wêgorzewie		
2557	2537	Wêgorzewo	warmiñsko-mazurskie	wêgorzewski	Wêgorzewo	9	Urz¹d Miasta i Gminy	11-600	ul. Zamkowa 3	Urz¹d Miejski	w Wêgorzewie	2536	UMWêgorzewie	Urz¹d Miejski w Wêgorzewie		Urz¹d Miejski w Wêgorzewie		
1260	2538	£ochów	mazowieckie	wêgrowski	£ochów	9	Urz¹d Miasta i Gminy	07-130	Al. Pokoju 75	Urz¹d Miejski	w £ochowie	2545	UM£ochowie	Urz¹d Miejski w £ochowie		Urz¹d Miejski w £ochowie		
1347	2539	Miedzna	mazowieckie	wêgrowski	Miedzna	10	Urz¹d Gminy	07-106	ul. 11 Listopada 4	Urz¹d Gminy	w Miedznie	2545	UMMiedznie	Urz¹d Gminy w Miedznie		Urz¹d Gminy w Miedznie		
2560	2540	Wêgrów	mazowieckie	wêgrowski	Wêgrów	8	Urz¹d Miasta	07-100	Rynek Mariacki 16	Urz¹d Miejski	w Wêgrowie	2545	UMWêgrowie	Urz¹d Miejski w Wêgrowie		Urz¹d Miejski w Wêgrowie		
966	2541	Korytnica	mazowieckie	wêgrowski	Korytnica	10	Urz¹d Gminy	07-120	ul. Ma³kowskiego 20	Urz¹d Gminy	w Korytnicy	2545	UMKorytnica	Urz¹d Gminy w Korytnicy		Urz¹d Gminy w Korytnicy		
1164	2542	Wêgrów	mazowieckie	wêgrowski	Liw	10	Urz¹d Gminy	07-100	ul. Mickiewicza 2	Urz¹d Gminy	Liw z siedzib¹ w Wêgrowie	2545	UMLiw	Urz¹d Gminy Liw z siedzib¹ w Wêgrowie		Urz¹d Gminy Liw z siedzib¹ w Wêgrowie		
2234	2543	Stoczek	mazowieckie	wêgrowski	Stoczek	10	Urz¹d Gminy	07-104	ul. Kosowska 5	Urz¹d Gminy	w Stoczku	2545	UMStoczku	Urz¹d Gminy w Stoczku		Urz¹d Gminy w Stoczku		
2035	2544	Sadowne	mazowieckie	wêgrowski	Sadowne	10	Urz¹d Gminy	07-140	ul. Koœciuszki 3	Urz¹d Gminy	Sadowne	2545	UMSadowne	Urz¹d Gminy Sadowne		Urz¹d Gminy Sadowne		
2559	2545	Wêgrów	mazowieckie	wêgrowski	Wêgrów	4	Starostwo Powiatowe	07-100	ul. Przemys³owa 5			0	SPWêgrowie	Starostwo Powiatowe w Wêgrowie		Starostwo Powiatowe w Wêgrowie	a20923600080000019820000020	
629	2546	Grêbków	mazowieckie	wêgrowski	Grêbków	10	Urz¹d Gminy	07-110	ul. Wspólna 5	Urz¹d Gminy	Grêbków	2545	UMGrêbków	Urz¹d Gminy Grêbków		Urz¹d Gminy Grêbków		
2591	2547	Wierzbno	mazowieckie	wêgrowski	Wierzbno	10	Urz¹d Gminy	07-111	Wierzbno 90	Urz¹d Gminy	w Wierzbnie	2545	UMWierzbno	Urz¹d Gminy w Wierzbnie		Urz¹d Gminy w Wierzbnie		
519	2548	Gdów	ma³opolskie	wielicki	Gdów	10	Urz¹d Gminy	32-420	Rynek 40	Urz¹d Gminy	w Gdowie	2552	UMGdowie	Urz¹d Gminy w Gdowie		Urz¹d Gminy w Gdowie		
886	2549	K³aj	ma³opolskie	wielicki	K³aj	10	Urz¹d Gminy	32-015	K³aj 655	Urz¹d Gminy	K³aj	2552	UMK³aj	Urz¹d Gminy K³aj		Urz¹d Gminy K³aj		
1482	2550	Niepo³omice	ma³opolskie	wielicki	Niepo³omice	9	Urz¹d Miasta i Gminy	32-005	Pl. Zwyciêstwa 13	Urz¹d Miasta i Gminy	Niepo³omice	2552	UMNiepo³omice	Urz¹d Miasta i Gminy Niepo³omice		Urz¹d Miasta i Gminy Niepo³omice		
109	2551	Wieliczka	ma³opolskie	wielicki	Biskupice	10	Urz¹d Gminy	32-020	Tomaszkowice 455	Urz¹d Gminy	Biskupice	2552	UMBiskupice	Urz¹d Gminy Biskupice		Urz¹d Gminy Biskupice		
2573	2552	Wieliczka	ma³opolskie	wielicki	Wieliczka	4	Starostwo Powiatowe	32-020	ul. Kiliñskiego 5			0	SPWieliczce	Starostwo Powiatowe w Wieliczce		Starostwo Powiatowe w Wieliczce		
2574	2553	Wieliczka	ma³opolskie	wielicki	Wieliczka	9	Urz¹d Miasta i Gminy	32-020	ul. Powstania Warszawskiego 1	Urz¹d Miasta i Gminy	Wieliczka	2552	UMWieliczka	Urz¹d Miasta i Gminy Wieliczka		Urz¹d Miasta i Gminy Wieliczka		
2582	2554	Wieluñ	³ódzkie	wieluñski	Wieluñ	4	Starostwo Powiatowe	98-300	Pl. Kazimierza Wielkiego 2			0	SPWieluniu	Starostwo Powiatowe w Wieluniu		Starostwo Powiatowe w Wieluniu		
2583	2555	Wieluñ	³ódzkie	wieluñski	Wieluñ	9	Urz¹d Miasta i Gminy	98-300	Pl. Kazimierza Wielkiego 1	Urz¹d Miejski	w Wieluniu	2554	UMWieluniu	Urz¹d Miejski w Wieluniu		Urz¹d Miejski w Wieluniu		
951	2556	Konopnica	³ódzkie	wieluñski	Konopnica	10	Urz¹d Gminy	98-313	ul. Rynek 15	Urz¹d Gminy	Konopnica	2554	UMKonopnica	Urz¹d Gminy Konopnica		Urz¹d Gminy Konopnica		
2592	2557	Wierzchlas	³ódzkie	wieluñski	Wierzchlas	10	Urz¹d Gminy	98-324	ul. Szkolna 7	Urz¹d Gminy	Wierzchlas	2554	UMWierzchlas	Urz¹d Gminy Wierzchlas		Urz¹d Gminy Wierzchlas		
1626	2558	Osjaków	³ódzkie	wieluñski	Osjaków	10	Urz¹d Gminy	98-320	ul. Targowa 26	Urz¹d Gminy	Osjaków	2554	UMOsjaków	Urz¹d Gminy Osjaków		Urz¹d Gminy Osjaków		
2114	2559	Skomlin	³ódzkie	wieluñski	Skomlin	10	Urz¹d Gminy	98-346	ul. Trojanowskiego 1	Urz¹d Gminy	Skomlin	2554	UMSkomlin	Urz¹d Gminy Skomlin		Urz¹d Gminy Skomlin		
63	2560	Bia³a	³ódzkie	wieluñski	Bia³a	10	Urz¹d Gminy	98-350	ul. Bia³a Druga 4b	Urz¹d Gminy	Bia³a	2554	UMBia³a	Urz¹d Gminy Bia³a		Urz¹d Gminy Bia³a		
334	2561	Czarno¿y³y	³ódzkie	wieluñski	Czarno¿y³y	10	Urz¹d Gminy	98-310	Czarno¿y³y 48	Urz¹d Gminy	Czarno¿y³y	2554	UMCzarno¿y³y	Urz¹d Gminy Czarno¿y³y		Urz¹d Gminy Czarno¿y³y		
1414	2562	Mokrsko	³ódzkie	wieluñski	Mokrsko	10	Urz¹d Gminy	98-345	Mokrsko 231	Urz¹d Gminy	Mokrsko	2554	UMMokrsko	Urz¹d Gminy Mokrsko		Urz¹d Gminy Mokrsko		
1647	2563	Ostrówek	³ódzkie	wieluñski	Ostrówek	10	Urz¹d Gminy	98-311	Ostrówek 115	Urz¹d Gminy	w Ostrówku	2554	UMOstrówku	Urz¹d Gminy w Ostrówku		Urz¹d Gminy w Ostrówku		
1694	2564	P¹tnów	³ódzkie	wieluñski	P¹tnów	10	Urz¹d Gminy	98-335	P¹tnów 48	Urz¹d Gminy	P¹tnów	2554	UMP¹tnów	Urz¹d Gminy P¹tnów		Urz¹d Gminy P¹tnów		
151	2565	Boles³awiec	³ódzkie	wieruszowski	Boles³awiec	10	Urz¹d Gminy	98-430	ul. Rynek 1	Urz¹d Gminy	Boles³awiec	2567	UMBoles³awiec	Urz¹d Gminy Boles³awiec		Urz¹d Gminy Boles³awiec (£ódzka)		
2587	2566	Wieruszów	³ódzkie	wieruszowski	Wieruszów	9	Urz¹d Miasta i Gminy	98-400	ul. Rynek 1-7	Urz¹d Miejski	w Wieruszowie	2567	UMWieruszowie	Urz¹d Miejski w Wieruszowie		Urz¹d Miejski w Wieruszowie		
2586	2567	Wieruszów	³ódzkie	wieruszowski	Wieruszów	4	Starostwo Powiatowe	98-400	ul. Rynek 1-7			0	SPWieruszowie	Starostwo Powiatowe w Wieruszowie		Starostwo Powiatowe w Wieruszowie	a75925600042600016920000050	
1283	2568	£ubnice	³ódzkie	wieruszowski	£ubnice	10	Urz¹d Gminy	98-432	ul. Gen. Sikorskiego 102	Urz¹d Gminy	£ubnice	2567	UM£ubnice	Urz¹d Gminy £ubnice		Urz¹d Gminy £ubnice		
1213	2569	Lututów	³ódzkie	wieruszowski	Lututów	10	Urz¹d Gminy	98-360	ul. Klonowska 8	Urz¹d Gminy	Lututów	2567	UMLututów	Urz¹d Gminy Lututów		Urz¹d Gminy Lututów		
2160	2570	Sokolniki	³ódzkie	wieruszowski	Sokolniki	10	Urz¹d Gminy	98-420	ul. Pi³sudskiego 1	Urz¹d Gminy	Sokolniki	2567	UMSokolniki	Urz¹d Gminy Sokolniki		Urz¹d Gminy Sokolniki		
504	2571	Galewice	³ódzkie	wieruszowski	Galewice	10	Urz¹d Gminy	98-405	ul. Wieluñska 5	Urz¹d Gminy	Galewice	2567	UMGalewice	Urz¹d Gminy Galewice		Urz¹d Gminy Galewice		
337	2572	Czastary	³ódzkie	wieruszowski	Czastary	10	Urz¹d Gminy	98-410	ul. Wolnoœci 29	Urz¹d Gminy	Czastary	2567	UMCzastary	Urz¹d Gminy Czastary		Urz¹d Gminy Czastary		
197	2573	Brzeœæ Kujawski	kujawsko-pomorskie	w³oc³awski	Brzeœæ Kujawski	9	Urz¹d Miasta i Gminy	87-880	Pl. £okietka 1	Urz¹d Miejski	w Brzeœciu Kujawskim	2575	UMBrzeœciu Kujawskim	Urz¹d Miejski w Brzeœciu Kujawskim		Urz¹d Miejski w Brzeœciu Kujawskim		
1203	2574	Lubraniec	kujawsko-pomorskie	w³oc³awski	Lubraniec	9	Urz¹d Miasta i Gminy	87-890	ul. Brzeska 49	Urz¹d Gminy i Miasta	w Lubañcu	2575	UMLubañcu	Urz¹d Gminy i Miasta w Lubañcu		Urz¹d Gminy i Miasta w Lubañcu		
2627	2575	W³oc³awek	kujawsko-pomorskie	w³oc³awski	W³oc³awek	4	Starostwo Powiatowe	87-800	ul. œw. Antoniego 49			0	SPW³oc³awku	Starostwo Powiatowe we W³oc³awku		Starostwo Powiatowe we W³oc³awku		
272	2576	Chodecz	kujawsko-pomorskie	w³oc³awski	Chodecz	9	Urz¹d Miasta i Gminy	87-860	ul. Kaliska 2	Urz¹d Miasta i Gminy	Chodecz	2575	UMChodecz	Urz¹d Miasta i Gminy Chodecz		Urz¹d Miasta i Gminy Chodecz		
2628	2577	W³oc³awek	kujawsko-pomorskie	w³oc³awski	W³oc³awek	10	Urz¹d Gminy	87-800	ul. Królewiecka 7	Urz¹d Gminy	W³oc³awek	2575	UMW³oc³awek	Urz¹d Gminy W³oc³awek		Urz¹d Gminy W³oc³awek		
989	2578	Kowal	kujawsko-pomorskie	w³oc³awski	Kowal	10	Urz¹d Gminy	87-820	ul. Piwna 33	Urz¹d Gminy	Kowal	2575	UMKowal	Urz¹d Gminy Kowal		Urz¹d Gminy Kowal		
990	2579	Kowal	kujawsko-pomorskie	w³oc³awski	Kowal	8	Urz¹d Miasta	87-820	ul. Piwna 24	Urz¹d Miasta	Kowal	2575	UMKowal	Urz¹d Miasta Kowal		Urz¹d Miasta Kowal		
267	2580	Choceñ	kujawsko-pomorskie	w³oc³awski	Choceñ	10	Urz¹d Gminy	87-850	ul. Sikorskiego 4	Urz¹d Gminy	w Choceniu	2575	UMChoceniu	Urz¹d Gminy w Choceniu		Urz¹d Gminy w Choceniu		
1184	2581	Lubieñ Kujawski	kujawsko-pomorskie	w³oc³awski	Lubieñ Kujawski	9	Urz¹d Miasta i Gminy	87-840	ul. Wojska Polskiego 29	Urz¹d Miejski	w Lubieniu Kujawskim	2575	UMLubieniu Kujawskim	Urz¹d Miejski w Lubieniu Kujawskim		Urz¹d Miejski w Lubieniu Kujawskim		
709	2582	Izbica Kujawska	kujawsko-pomorskie	w³oc³awski	Izbica Kujawska	9	Urz¹d Miasta i Gminy	87-865	ul. Pi³sudskiego 32	Urz¹d Gminy i Miasta	w Izbicy	2575	UMIzbicy Kujawskiej	Urz¹d Gminy i Miasta w Izbicy Kujawskiej		Urz¹d Gminy i Miasta w Izbicy Kujawskiej		
44	2583	Baruchowo	kujawsko-pomorskie	w³oc³awski	Baruchowo	10	Urz¹d Gminy	87-821	Baruchowo 54	Urz¹d Gminy	Baruchowo	2575	UMBaruchowo	Urz¹d Gminy Baruchowo		Urz¹d Gminy Baruchowo		
155	2584	Boniewo	kujawsko-pomorskie	w³oc³awski	Boniewo	10	Urz¹d Gminy	87-851	ul. Szkolna 28	Urz¹d Gminy	Boniewo	2575	UMBoniewo	Urz¹d Gminy Boniewo		Urz¹d Gminy Boniewo		
494	2585	Fabianki	kujawsko-pomorskie	w³oc³awski	Fabianki	10	Urz¹d Gminy	87-811	Fabianki	Urz¹d Gminy	Fabianki	2575	UMFabianki	Urz¹d Gminy Fabianki		Urz¹d Gminy Fabianki		
1169	2586	Lubanie	kujawsko-pomorskie	w³oc³awski	Lubanie	10	Urz¹d Gminy	87-732	Lubanie 28A	Urz¹d Gminy	Lubanie	2575	UMLubanie	Urz¹d Gminy Lubanie		Urz¹d Gminy Lubanie		
2629	2587	W³odawa	lubelskie	w³odawski	W³odawa	4	Starostwo Powiatowe	22-200	Al. Pi³sudskiego 24			0	SPW³odawie	Starostwo Powiatowe we W³odawie		Starostwo Powiatowe we W³odawie		
2631	2588	W³odawa	lubelskie	w³odawski	W³odawa	8	Urz¹d Miasta	22-200	Al. Pi³sudskiego 41	Urz¹d Miejski	we W³odawie	2587	UMW³odawie	Urz¹d Miejski we W³odawie		Urz¹d Miejski we W³odawie		
2630	2589	W³odawa	lubelskie	w³odawski	W³odawa	10	Urz¹d Gminy	22-200	Al. Jana Paw³a II 22	Urz¹d Gminy	W³odawa	2587	UMW³odawa	Urz¹d Gminy W³odawa		Urz¹d Gminy W³odawa		
2503	2590	Urszulin	lubelskie	w³odawski	Urszulin	10	Urz¹d Gminy	22-234	ul. Kwiatowa 35	Urz¹d Gminy	Urszulin	2587	UMUrszulinie	Urz¹d Gminy Urszulin		Urz¹d Gminy Urszulin		
2652	2591	Wola Uhruska	lubelskie	w³odawski	Wola Uhruska	10	Urz¹d Gminy	22-230	ul. Parkowa 5	Urz¹d Gminy	Wola Uhruska	2587	UMWola Uhruska	Urz¹d Gminy Wola Uhruska		Urz¹d Gminy Wola Uhruska		
672	2592	Hanna	lubelskie	w³odawski	Hanna	10	Urz¹d Gminy	22-220	Hanna 43b	Urz¹d Gminy	Hanna	2587	UMHanna	Urz¹d Gminy Hanna		Urz¹d Gminy Hanna		
673	2593	Hañsk Pierwszy	lubelskie	w³odawski	Hañsk	10	Urz¹d Gminy	22-235	ul. Osiedlowa 4	Urz¹d Gminy	Hañsk	2587	UMHañsk	Urz¹d Gminy Hañsk		Urz¹d Gminy Hañsk		
2215	2594	Stary Brus	lubelskie	w³odawski	Stary Brus	10	Urz¹d Gminy	22-244	Stary Brus 47a	Urz¹d Gminy	Stary Brus	2587	UMStary Brus	Urz¹d Gminy Stary Brus		Urz¹d Gminy Stary Brus		
2680	2595	Wyryki-Po³ód	lubelskie	w³odawski	Wyryki	10	Urz¹d Gminy	22-205	Wyryki-Po³ód 154	Urz¹d Gminy	Wyryki	2587	UMWyryki	Urz¹d Gminy Wyryki		Urz¹d Gminy Wyryki		
1423	2596	Moskorzew	œwiêtokrzyskie	w³oszczowski	Moskorzew	10	Urz¹d Gminy	29-130	Moskorzew 42	Urz¹d Gminy	Moskorzew	2602	UMMoskorzew	Urz¹d Gminy Moskorzew		Urz¹d Gminy Moskorzew		
1893	2597	Radków	œwiêtokrzyskie	w³oszczowski	Radków	10	Urz¹d Gminy	29-135	Radków 99	Urz¹d Gminy	Radków	2602	UMRadków	Urz¹d Gminy Radków		Urz¹d Gminy Radków		
1024	2598	Krasocin	œwiêtokrzyskie	w³oszczowski	Krasocin	10	Urz¹d Gminy	29-105	ul. Macierzy Szkolnej 1	Urz¹d Gminy	w Krasocinie	2602	UMKrasocinie	Urz¹d Gminy w Krasocinie		Urz¹d Gminy w Krasocinie		
2635	2599	W³oszczowa	œwiêtokrzyskie	w³oszczowski	W³oszczowa	9	Urz¹d Miasta i Gminy	29-100	ul. Partyzantów 14	Urz¹d Gminy	W³oszczowa	2602	UMW³oszczowa	Urz¹d Gminy W³oszczowa		Urz¹d Gminy W³oszczowa		
882	2600	Kluczewsko	œwiêtokrzyskie	w³oszczowski	Kluczewsko	10	Urz¹d Gminy	29-120	ul. Spó³dzielcza 12	Urz¹d Gminy	Kluczewsko	2602	UMKluczewsko	Urz¹d Gminy Kluczewsko		Urz¹d Gminy Kluczewsko		
2046	2601	Secemin	œwiêtokrzyskie	w³oszczowski	Secemin	10	Urz¹d Gminy	29-145	ul. Struga 2	Urz¹d Gminy	Secemin	2602	UMSecemin	Urz¹d Gminy Secemin		Urz¹d Gminy Secemin		
2634	2602	W³oszczowa	œwiêtokrzyskie	w³oszczowski	W³oszczowa	4	Starostwo Powiatowe	29-100	ul. Wiœniowa 10			0	SPW³oszczowie	Starostwo Powiatowe we W³oszczowie		Starostwo Powiatowe we W³oszczowie	a61852500020000001157200050	
560	2603	Godów	œl¹skie	wodzis³awski	Godów	10	Urz¹d Gminy	44-340	ul. 1 Maja 53	Urz¹d Gminy	Godów	2605	UMGodów	Urz¹d Gminy Godów		Urz¹d Gminy Godów		
1432	2604	Mszana	œl¹skie	wodzis³awski	Mszana	10	Urz¹d Gminy	44-325	ul. 1-go Maja 81	Urz¹d Gminy	Mszana	2605	UMMszana	Urz¹d Gminy Mszana		Urz¹d Gminy Mszana		
2639	2605	Wodzis³aw Œl¹ski	œl¹skie	wodzis³awski	Wodzis³aw Œl¹ski	4	Starostwo Powiatowe	44-300	ul. Mendego 3			0	SPWodzis³awiu Œl¹skim	Starostwo Powiatowe w Wodzis³awiu Œl¹skim		Starostwo Powiatowe w Wodzis³awiu Œl¹skim	a40156010942125008550200090	
2640	2606	Wodzis³aw Œl¹ski	œl¹skie	wodzis³awski	Wodzis³aw Œl¹ski	8	Urz¹d Miasta	44-300	ul. Bogumiñska 4	Urz¹d Miasta	Wodzis³aw Œl¹ski	2605	UMWodzis³aw Œl¹ski	Urz¹d Miasta Wodzis³aw Œl¹ski		Urz¹d Miasta Wodzis³aw Œl¹ski		
592	2607	Gorzyce	œl¹skie	wodzis³awski	Gorzyce	10	Urz¹d Gminy	44-350	ul. Bogumiñska 13	Urz¹d Gminy	w Gorzycach	2457	UMGorzycach	Urz¹d Gminy w Gorzycach		Urz¹d Gminy w Gorzycach		
2000	2608	Rydu³towy	œl¹skie	wodzis³awski	Rydu³towy	8	Urz¹d Miasta	44-280	ul. Ofiar Terroru 36	Urz¹d Miasta	Rydu³towy	2605	UMRydu³towy	Urz¹d Miasta Rydu³towy		Urz¹d Miasta Rydu³towy		
1860	2609	Pszów	œl¹skie	wodzis³awski	Pszów	8	Urz¹d Miasta	44-370	ul. Pszowska 534	Urz¹d Miasta	Pszów	2605	UMPszów	Urz¹d Miasta Pszów		Urz¹d Miasta Pszów		
1894	2610	Radlin	œl¹skie	wodzis³awski	Radlin	8	Urz¹d Miasta	44-310	ul. Józefa Rymera 15	Urz¹d Miasta	Radlin	2605	UMRadlin	Urz¹d Miasta Radlin		Urz¹d Miasta Radlin		
1198	2611	Lubomia	œl¹skie	wodzis³awski	Lubomia	10	Urz¹d Gminy	44-360	ul. Szkolna 1	Urz¹d Gminy	Lubomia	2605	UMLubomia	Urz¹d Gminy Lubomia		Urz¹d Gminy Lubomia		
1320	2612	Marklowice	œl¹skie	wodzis³awski	Marklowice	10	Urz¹d Gminy	44-321	ul. Wyzwolenia 71	Urz¹d Gminy	Marklowice	2605	UMMarklowice	Urz¹d Gminy Marklowice		Urz¹d Gminy Marklowice		
