id	nr_urz	miasto	woj	powiat	gmina	rodzaj_urzedu	urzad	kod	adres	nazwa_bel_1	nazwa_bel_2	odes³anie_do_starostwa	skrot	nazwa_1	nazwa_2	nazwa_ca³a	konto_oplat_geodezyjnych	jaka nazwa
752	1	Jastrzêbie-Zdrój	œl¹skie	Jastrzêbie-Zdrój	Jastrzêbie-Zdrój	8	Urz¹d Miasta	44-335	Al. Józefa Pi³sudskiego 60	Urz¹d Miasta	Jastrzêbie-Zdrój	3000	UMJastrzêbie-Zdrój	Urz¹d Miasta Jastrzêbie-Zdrój 		Urz¹d Miasta Jastrzêbie-Zdrój	a96847000012001001761250002	
758	2	Jaworzno	œl¹skie	Jaworzno	Jaworzno	8	Urz¹d Miasta	43-600	ul. Grunwaldzka 33	Urz¹d Miejski	w Jaworznie	6007	UMJaworznie	Urz¹d Miejski w Jaworznie		Urz¹d Miejski w Jaworznie		
804	3	Kalisz	wielkopolskie	Kalisz	Kalisz	8	Urz¹d Miasta	62-800	G³ówny Rynek 20	Urz¹d Miejski	w Kaliszu	3000	UMKaliszu	Urz¹d Miejski w Kaliszu		Urz¹d Miejski w Kaliszu	a83114019930000550235001002	
838	4	Katowice	œl¹skie	Katowice	Katowice	2	Œl¹ski Urz¹d Wojewódzki	40-032	ul. Jagielloñska 25				Œl¹ski UW	Œl¹ski Urz¹d Wojewódzki		Œl¹ski Urz¹d Wojewódzki		
836	5	Katowice	œl¹skie	Katowice	Katowice	6	Urz¹d Marsza³kowski Województwa Œl¹skiego	40-037	ul. Ligonia 46				UMWŒl¹skiego	Urz¹d Marsza³kowski Województwa Œl¹skiego		Urz¹d Marsza³kowski Województwa Œl¹skiego		
837	6	Katowice	œl¹skie	Katowice	Katowice	8	Urz¹d Miasta	40-098	ul. M³yñska 4	Urz¹d Miasta	Katowice	6004	UMKatowice	Urz¹d Miasta Katowice		Urz¹d Miasta Katowice		
1897	7	Radom	mazowieckie	Radom	Radom	8	Urz¹d Miasta	26-600	ul. Moniuszki 9	Urz¹d Miejski	w Radomiu	6003	UMRadomiu	Urz¹d Miejski w Radomiu		Urz¹d Miejski w Radomiu		
2401	8	Tarnobrzeg	podkarpackie	Tarnobrzeg	Tarnobrzeg	8	Urz¹d Miasta	39-400	ul. Mickiewicza 7	Urz¹d Miasta	Tarnobrzega	3000	UMTarnobrzeg	Urz¹d Miasta Tarnobrzega 		Urz¹d Miasta Tarnobrzega	a18124027441111000039909547	
2410	9	Tarnów	ma³opolskie	Tarnów	Tarnów	8	Urz¹d Miasta	33-100	ul. Nowa 3	Urz¹d Miasta	Tarnowa	3000	UMTarnów	Urz¹d Miasta Tarnowa 		Urz¹d Miasta Tarnowa	a65103019867087302500000000	
2530	10	Warszawa	mazowieckie	Warszawa	Warszawa	2	Mazowiecki Urz¹d Wojewódzki	00-950	Pl. Bankowy 3/5				Mazowiecki UW	Mazowiecki Urz¹d Wojewódzki		Mazowiecki Urz¹d Wojewódzki		
2529	11	Warszawa	mazowieckie	Warszawa	Warszawa	8	Urz¹d Miasta	00-251	Pl. Bankowy 3/5	Urz¹d Miasta	Sto³ecznego Warszawy	6002	UMWarszawa	Urz¹d Miasta Sto³ecznego Warszawy		Urz¹d Miasta Sto³ecznego Warszawy		
2528	12	Warszawa	mazowieckie	Warszawa	Warszawa	6	Urz¹d Marsza³kowski Województwa Mazowieckiego	03-472	ul. Jagielloñska 26				UMWMazowieckiego	Urz¹d Marsza³kowski Województwa Mazowieckiego		Urz¹d Marsza³kowski Województwa Mazowieckiego		
2696	13	Zabrze	œl¹skie	Zabrze	Zabrze	8	Urz¹d Miasta	41-800	ul. Wolnoœci 286	Urz¹d Miejski	w Zabrzu	6005	UMZabrzu	Urz¹d Miejski w Zabrzu		Urz¹d Miejski w Zabrzu		
2721	14	Zamoœæ	lubelskie	Zamoœæ	Zamoœæ	8	Urz¹d Miasta	22-400	ul. Rynek Wielki 13	Urz¹d Miasta	Zamoœæ	6006	UMZamoœæ	Urz¹d Miasta Zamoœæ		Urz¹d Miasta Zamoœæ		
386	15	D¹browa Górnicza	œl¹skie	D¹browa Górnicza	D¹browa Górnicza	8	Urz¹d Miasta	41-300	ul. Graniczna 21	Urz¹d Miejski	w D¹browie Górniczej	3000	UMD¹browie Górniczej	Urz¹d Miejski w D¹browie Górniczej 		Urz¹d Miejski w D¹browie Górniczej	a20156010100000948000001082	
517	16	Gdañsk	pomorskie	Gdañsk	Gdañsk	8	Urz¹d Miasta	80-803	ul. Nowe Ogrody 8/12	Urz¹d Miejski	w Gdañsku	6008	UMGdañska	Urz¹d Miejski w Gdañsku		Urz¹d Miejski w Gdañsku		
518	17	Gdañsk	pomorskie	Gdañsk	Gdañsk	2	Pomorski Urz¹d Wojewódzki	80-958	ul. Okopowa 21/27				Pomorski UW	Pomorski Urz¹d Wojewódzki		Pomorski Urz¹d Wojewódzki		
516	18	Gdañsk	pomorskie	Gdañsk	Gdañsk	6	Urz¹d Marsza³kowski Województwa Pomorskiego	80-810	ul. Okopowa 21/27				UMWPomorskiego	Urz¹d Marsza³kowski Województwa Pomorskiego		Urz¹d Marsza³kowski Województwa Pomorskiego		
520	19	Gdynia	pomorskie	Gdynia	Gdynia	8	Urz¹d Miasta	81-382	Al. Pi³sudskiego 52/54	Urz¹d Miasta	Gdyni	3000	UMGdyni	Urz¹d Miasta Gdyni 		Urz¹d Miasta Gdyni	a94144010260000000000335018	
1279	20	£ódŸ	³ódzkie	£ódŸ	£ódŸ	2	£ódzki Urz¹d Wojewódzki	90-926	ul. Piotrkowska 104				£ódzki UW	£ódzki Urz¹d Wojewódzki		£ódzki Urz¹d Wojewódzki		
1278	21	£ódŸ	³ódzkie	£ódŸ	£ódŸ	8	Urz¹d Miasta	90-004	ul. Piotrkowska 104	Urz¹d Miasta	£odzi	6013	UM£odzi	Urz¹d Miasta £odzi		Urz¹d Miasta £odzi		
1277	22	£ódŸ	³ódzkie	£ódŸ	£ódŸ	6	Urz¹d Marsza³kowski Województwa £ódzkiego	90-051	Al. Pi³sudskiego 8				UMW£ódzkiego	Urz¹d Marsza³kowski Województwa £ódzkiego		Urz¹d Marsza³kowski Województwa £ódzkiego		
769	23	Jelenia Góra	dolnoœl¹skie	Jelenia Góra	Jelenia Góra	8	Urz¹d Miasta	58-500	ul. Ptasia 6A	Urz¹d Miasta	Jelenia Góra	6009	UMJelenia Góra	Urz¹d Miasta Jelenia Góra		Urz¹d Miasta Jelenia Góra		
1103	24	Legnica	dolnoœl¹skie	Legnica	Legnica	8	Urz¹d Miasta	59-220	Pl. S³owiañski 8	Urz¹d Miasta	Legnicy	6010	UMLegnicy	Urz¹d Miasta Legnicy		Urz¹d Miasta Legnicy		
1113	25	Leszno	wielkopolskie	Leszno	Leszno	8	Urz¹d Miasta	64-100	ul. Wa³owa 5	Urz¹d Miasta	Leszna	6011	UMLeszna	Urz¹d Miasta Leszna		Urz¹d Miasta Leszna		
250	26	Che³m	lubelskie	Che³m	Che³m	8	Urz¹d Miasta	22-100	ul. Pocztowa 5	Urz¹d Miasta	Che³m	6012	UMChe³m	Urz¹d Miasta Che³m		Urz¹d Miasta Che³m		
287	27	Chorzów	œl¹skie	Chorzów	Chorzów	8	Urz¹d Miasta	41-500	ul. Rynek 1	Urz¹d Miasta	Chorzów	3000	UMChorzowa	Urz¹d Miasta Chorzów 		Urz¹d Miasta Chorzów	a11105012141000002367001282	
67	28	Bia³a Podlaska	lubelskie	Bia³a Podlaska	Bia³a Podlaska	8	Urz¹d Miasta	21-500	ul. Pi³sudskiego 3	Urz¹d Miasta	Bia³a Podlaska	3000	UMBia³a Podlaska	Urz¹d Miasta Bia³a Podlaska 		Urz¹d Miasta Bia³a Podlaska	a63150013311213300149060000	
83	29	Bia³ystok	podlaskie	Bia³ystok	Bia³ystok	6	Urz¹d Marsza³kowski Województwa Podlaskiego	15-888	ul. Kard. Wyszyñskiego 1				UMWPodlaskiego	Urz¹d Marsza³kowski Województwa Podlaskiego		Urz¹d Marsza³kowski Województwa Podlaskiego		
85	30	Bia³ystok	podlaskie	Bia³ystok	Bia³ystok	2	Podlaski Urz¹d Wojewódzki	15-213	ul. Mickiewicza 3				Podlaski UW	Podlaski Urz¹d Wojewódzki		Podlaski Urz¹d Wojewódzki		
84	31	Bia³ystok	podlaskie	Bia³ystok	Bia³ystok	8	Urz¹d Miasta	15-085	ul. Branickiego 3/5	Urz¹d Miejski	w Bia³ymstoku	6020	UMBia³ymstoku	Urz¹d Miejski w Bia³ymstoku		Urz¹d Miejski w Bia³ymstoku		
97	32	Bielsko-Bia³a	œl¹skie	Bielsko-Bia³a	Bielsko-Bia³a	8	Urz¹d Miasta	43-300	Pl. Ratuszowy 6	Urz¹d Miejski	w Bielsku-Bia³ej	3000	UMBielsku-Bia³ej	Urz¹d Miejski w Bielsku-Bia³ej 		Urz¹d Miejski w Bielsku-Bia³ej	a74124069602735178888888888	
861	33	Kielce	œwiêtokrzyskie	Kielce	Kielce	2	Œwiêtokrzyski Urz¹d Wojewódzki	25-516	Al. IX Wieków Kielc 3				Œwiêtokrzyski UW	Œwiêtokrzyski Urz¹d Wojewódzki		Œwiêtokrzyski Urz¹d Wojewódzki		
859	34	Kielce	œwiêtokrzyskie	Kielce	Kielce	6	Urz¹d Marsza³kowski Województwa Œwiêtokrzyskiego	25-516	Al. IX Wieków Kielc 3				UMWŒwiêtokrzyskiego	Urz¹d Marsza³kowski Województwa Œwiêtokrzyskiego		Urz¹d Marsza³kowski Województwa Œwiêtokrzyskiego		
860	35	Kielce	œwiêtokrzyskie	Kielce	Kielce	8	Urz¹d Miasta	25-361	ul. Szymanowskiego 6	Urz¹d Miasta	Kielce	6021	UMKielce	Urz¹d Miasta Kielce		Urz¹d Miasta Kielce		
1712	36	Piekary Œl¹skie	œl¹skie	Piekary Œl¹skie	Piekary Œl¹skie	8	Urz¹d Miasta	41-940	ul. Bytomska 84	Urz¹d Miasta	Piekary Œl¹skie	6022	UMPiekary Œl¹skie	Urz¹d Miasta Piekary Œl¹skie		Urz¹d Miasta Piekary Œl¹skie		
1733	37	Piotrków Trybunalski	³ódzkie	Piotrków Trybunalski	Piotrków Trybunalski	8	Urz¹d Miasta	97-300	Pasa¿ K. Rudowskiego 10	Urz¹d Miasta	Piotrków Trybunalski	6023	UMPiotrkowa Trybunalskieg	Urz¹d Miasta Piotrków Trybunalski		Urz¹d Miasta Piotrków Trybunalski		
2064	38	Siedlce	mazowieckie	Siedlce	Siedlce	8	Urz¹d Miasta	08-110	Skwer Niepodleg³oœci 2	Urz¹d Miasta	Siedlce	3000	UMSiedlce	Urz¹d Miasta Siedlce 		Urz¹d Miasta Siedlce	a28105018941000002215456456	
2071	39	Siemianowice Œl¹skie	œl¹skie	Siemianowice Œl¹skie	Siemianowice Œl¹skie	8	Urz¹d Miasta	41-100	ul. Jana Paw³a II 10	Urz¹d Miasta	Siemianowice Œl¹skie	6024	UMSiemianowice Œl¹skie	Urz¹d Miasta Siemianowice Œl¹skie		Urz¹d Miasta Siemianowice Œl¹skie		
2766	40	Zielona Góra	lubuskie	Zielona Góra	Zielona Góra	8	Urz¹d Miasta	65-415	ul. Grottgera 27	Urz¹d Miasta	Zielona Góra	6025	UMZielona Góra	Urz¹d Miasta Zielona Góra		Urz¹d Miasta Zielona Góra		
2765	41	Zielona Góra	lubuskie	Zielona Góra	Zielona Góra	6	Urz¹d Marsza³kowski Województwa Lubuskiego	65-057	ul. Podgórna 7				UMWLubuskiego	Urz¹d Marsza³kowski Województwa Lubuskiego		Urz¹d Marsza³kowski Województwa Lubuskiego		
2108	42	Skierniewice	³ódzkie	Skierniewice	Skierniewice	8	Urz¹d Miasta	96-100	ul. Rynek 1	Urz¹d Miasta	Skierniewice	6026	UMSkierniewice	Urz¹d Miasta Skierniewice		Urz¹d Miasta Skierniewice		
488	43	Elbl¹g	warmiñsko-mazurskie	Elbl¹g	Elbl¹g	8	Urz¹d Miasta	82-300	ul. £¹cznoœci 1	Urz¹d Miejski	w Elbl¹gu	3000	UMElbl¹g	Urz¹d Miejski w Elbl¹gu 		Urz¹d Miejski w Elbl¹gu	a57103012180000000090301616	
533	44	Gliwice	œl¹skie	Gliwice	Gliwice	8	Urz¹d Miasta	44-100	ul. Zwyciêstwa 21	Urz¹d Miejski	w Gliwicach	3000	UMGliwicach	Urz¹d Miejski w Gliwicach 		Urz¹d Miejski w Gliwicach	a23105012301000002352691410	
1579	45	Olsztyn	warmiñsko-mazurskie	Olsztyn	Olsztyn	6	Urz¹d Marsza³kowski Województwa Warmiñsko-Mazurskiego	10-562	ul. Emilii Plater 1				UMWWarmiñsko-Mazurskiego	Urz¹d Marsza³kowski Województwa Warmiñsko-Mazurskiego		Urz¹d Marsza³kowski Województwa Warmiñsko-Mazurskiego		
1581	46	Olsztyn	warmiñsko-mazurskie	Olsztyn	Olsztyn	2	Warmiñsko-Mazurski Urz¹d Wojewódzki	10-575	Al. Pi³sudskiego 7/9				Warmiñsko-Mazurski UW	Warmiñsko-Mazurski Urz¹d Wojewódzki		Warmiñsko-Mazurski Urz¹d Wojewódzki		
1580	47	Olsztyn	warmiñsko-mazurskie	Olsztyn	Olsztyn	8	Urz¹d Miasta	10-101	Pl. Jana Paw³a II 1	Urz¹d Miasta	Olsztyna	3000	UMOlsztynie	Urz¹d Miasta Olsztyna 		Urz¹d Miasta Olsztyna	a26103012180000000090401017	
590	48	Gorzów Wielkopolski	lubuskie	Gorzów Wielkopolski	Gorzów Wielkopolski	2	Lubuski Urz¹d Wojewódzki	66-400	ul. Jagielloñczyka 8				Lubuski UW	Lubuski Urz¹d Wojewódzki		Lubuski Urz¹d Wojewódzki		
589	49	Gorzów Wielkopolski	lubuskie	Gorzów Wielkopolski	Gorzów Wielkopolski	8	Urz¹d Miasta	66-400	ul. Sikorskiego 3-4	Urz¹d Miasta	Gorzowa Wielkopolskiego	3000	UMGorzowa Wielkopolskiego	Urz¹d Miasta Gorzowa Wielkopolskiego 		Urz¹d Miasta Gorzowa Wielkopolskiego	a60836300040000396820000019	
946	50	Konin	wielkopolskie	Konin	Konin	8	Urz¹d Miasta	62-500	Pl. Wolnoœci 1	Urz¹d Miejski	w Koninie	6027	UMKonin	Urz¹d Miejski w Koninie		Urz¹d Miejski w Koninie		
973	51	Koszalin	zachodniopomorskie	Koszalin	Koszalin	8	Urz¹d Miasta	75-007	ul. Rynek Staromiejski 6/7	Urz¹d Miejski	w Koszalinie	6028	UMKoszalinie	Urz¹d Miejski w Koszalinie		Urz¹d Miejski w Koszalinie		
1264	52	£om¿a	podlaskie	£om¿a	£om¿a	8	Urz¹d Miasta	18-400	Stary Rynek 14	Urz¹d Miejski	w £om¿y	6050	UM£om¿y	Urz¹d Miejski w £om¿y		Urz¹d Miejski w £om¿y		
1531	53	Nowy S¹cz	ma³opolskie	Nowy S¹cz	Nowy S¹cz	8	Urz¹d Miasta	33-300	ul. Szwecka 2	Urz¹d Miasta	Nowego S¹cza	6051	UMNowego S¹cza	Urz¹d Miasta Nowego S¹cza 		Urz¹d Miasta Nowego S¹cza		
1744	54	P³ock	mazowieckie	P³ock	P³ock	8	Urz¹d Miasta	09-400	Al. Pi³sudzkiego 6	Urz¹d Miasta	P³ocka	6031	UMP³ocka	Urz¹d Miasta P³ocka		Urz¹d Miasta P³ocka		
1800	55	Poznañ	wielkopolskie	Poznañ	Poznañ	2	Wielkopolski Urz¹d Wojewódzki	61-713	Al. Niepodleg³oœci 16/18				Wielkopolski UW	Wielkopolski Urz¹d Wojewódzki		Wielkopolski Urz¹d Wojewódzki		
1798	56	Poznañ	wielkopolskie	Poznañ	Poznañ	6	Urz¹d Marsza³kowski Województwa Wielkopolskiego	61-713	Al. Niepodleg³oœci 18				UMWWielkopolskiego	Urz¹d Marsza³kowski Województwa Wielkopolskiego		Urz¹d Marsza³kowski Województwa Wielkopolskiego		
1799	57	Poznañ	wielkopolskie	Poznañ	Poznañ	8	Urz¹d Miasta	61-706	ul.Libelta 16/20	Urz¹d Miasta	Poznania	6016	UMPoznania	Urz¹d Miasta Poznania		Urz¹d Miasta Poznania		
2176	58	Sopot	pomorskie	Sopot	Sopot	8	Urz¹d Miasta	81-704	ul. Koœciuszki 25/27	Urz¹d Miasta	Sopotu	3000	UMSopotu	Urz¹d Miasta Sopotu 		Urz¹d Miasta Sopotu	a07116022020000000061948079	
2179	59	Sosnowiec	œl¹skie	Sosnowiec	Sosnowiec	8	Urz¹d Miasta	41-200	Al. Zwyciêstwa 20	Urz¹d Miejski	Sosnowiec	3000	UMSosnowcu	Urz¹d Miejski Sosnowiec 		Urz¹d Miejski Sosnowiec	a66105011421000000800001281	
2434	60	Toruñ	kujawsko-pomorskie	Toruñ	Toruñ	6	Urz¹d Marsza³kowski Województwa Kujawsko-Pomorskiego	87-100	Pl. Teatralny 2				UMWKujawsko-Pomorskiego	Urz¹d Marsza³kowski Województwa Kujawsko-Pomorskiego		Urz¹d Marsza³kowski Województwa Kujawsko-Pomorskiego		
2435	61	Toruñ	kujawsko-pomorskie	Toruñ	Toruñ	8	Urz¹d Miasta	87-100	ul. Batorego 38	Urz¹d Miasta	Torunia	6015	UMTorunia 	Urz¹d Miasta Torunia		Urz¹d Miasta Torunia		
2626	62	W³oc³awek	kujawsko-pomorskie	W³oc³awek	W³oc³awek	8	Urz¹d Miasta	87-800	Zielony Rynek 11/13	Urz¹d Miasta	W³oc³awek	3000	UMW³oc³awek	Urz¹d Miasta W³oc³awek 		Urz¹d Miasta W³oc³awek	a21102014620000760202657187	
2810	63	¯ory	œl¹skie	¯ory	¯ory	8	Urz¹d Miasta	44-240	ul. Rynek 9	Urz¹d Miasta	¯ory	6014	UM¯ory	Urz¹d Miasta ¯ory		Urz¹d Miasta ¯ory		
1598	64	Opole	opolskie	Opole	Opole	8	Urz¹d Miasta	45-015	Rynek - Ratusz	Urz¹d Miasta	Opola	3000	UMOpola	Urz¹d Miasta Opola 		Urz¹d Miasta Opola	a76116022020000000215153196	
1599	65	Opole	opolskie	Opole	Opole	2	Opolski Urz¹d Wojewódzki	45-082	ul. Piastowska 14				Opolski UW	Opolski Urz¹d Wojewódzki		Opolski Urz¹d Wojewódzki		
1597	66	Opole	opolskie	Opole	Opole	6	Urz¹d Marsza³kowski Województwa Opolskiego	45-082	ul. Piastowska 14				UMWOpolskiego	Urz¹d Marsza³kowski Województwa Opolskiego		Urz¹d Marsza³kowski Województwa Opolskiego		
650	67	Grudzi¹dz	kujawsko-pomorskie	Grudzi¹dz	Grudzi¹dz	8	Urz¹d Miasta	86-300	ul. Mickiewicza 28/30	Urz¹d Miejski	w Grudzi¹dzu	6017	UMGrudzi¹dzu	Urz¹d Miejski w Grudzi¹dzu		Urz¹d Miejski w Grudzi¹dzu		
1010	68	Kraków	ma³opolskie	Kraków	Kraków	8	Urz¹d Miasta	31-549	Al. Powstania Warszawskiego 10 	Urz¹d Miasta	Krakowa	6018	UMKrakowa	Urz¹d Miasta Krakowa		Urz¹d Miasta Krakowa		
1011	69	Kraków	ma³opolskie	Kraków	Kraków	2	Ma³opolski Urz¹d Wojewódzki	31-156	ul. Basztowa 22				Ma³opolski UW	Ma³opolski Urz¹d Wojewódzki		Ma³opolski Urz¹d Wojewódzki		
1009	70	Kraków	ma³opolskie	Kraków	Kraków	6	Urz¹d Marsza³kowski Województwa Ma³opolskiego	30-017	ul. Rac³awicka 56				UMWMa³opolskiego	Urz¹d Marsza³kowski Województwa Ma³opolskiego		Urz¹d Marsza³kowski Województwa Ma³opolskiego		
1034	71	Krosno	podkarpackie	Krosno	Krosno	8	Urz¹d Miasta	38-400	ul. Lwowska 28a	Urz¹d Miasta	Krosna	3000	UMKrosno	Urz¹d Miasta Krosna 		Urz¹d Miasta Krosna	a61864210832002830605660001	
1834	72	Przemyœl	podkarpackie	Przemyœl	Przemyœl	8	Urz¹d Miasta	37-700	ul. Rynek 1	Urz¹d Miejski	w Przemyœlu	6029	UMPrzemyœlu	Urz¹d Miejski w Przemyœlu		Urz¹d Miejski w Przemyœlu		
2668	73	Wroc³aw	dolnoœl¹skie	Wroc³aw	Wroc³aw	8	Urz¹d Miasta	50-104	Pl. Nowy Targ 1-8	Urz¹d Miejski	Wroc³awia	6030	UMWroc³awiu	Urz¹d Miejski Wroc³awia		Urz¹d Miejski Wroc³awia		
2669	74	Wroc³aw	dolnoœl¹skie	Wroc³aw	Wroc³aw	2	Dolnoœl¹ski Urz¹d Wojewódzki	50-951	Pl. Powstañców Warszawy 1				Dolnoœl¹ski UW	Dolnoœl¹ski Urz¹d Wojewódzki		Dolnoœl¹ski Urz¹d Wojewódzki		
2667	75	Wroc³aw	dolnoœl¹skie	Wroc³aw	Wroc³aw	6	Urz¹d Marsza³kowski Województwa Dolnoœl¹skiego	50-411	ul. Wybrze¿e S³owackiego 12-14				UMWDolnoœl¹skiego	Urz¹d Marsza³kowski Województwa Dolnoœl¹skiego		Urz¹d Marsza³kowski Województwa Dolnoœl¹skiego		
1629	76	Ostro³êka	mazowieckie	Ostro³êka	Ostro³êka	8	Urz¹d Miasta	07-410	ul. Koœciuszki 45	Urz¹d Miasta	Ostro³êki	6032	UMOstro³êki	Urz¹d Miasta Ostro³êki		Urz¹d Miasta Ostro³êki		
1193	77	Lublin	lubelskie	Lublin	Lublin	2	Lubelski Urz¹d Wojewódzki	20-914	ul. Spokojna 4				Lubelski UW	Lubelski Urz¹d Wojewódzki		Lubelski Urz¹d Wojewódzki		
1191	78	Lublin	lubelskie	Lublin	Lublin	6	Urz¹d Marsza³kowski Województwa Lubelskiego	20-074	ul. Spokojna 4				UMWLubelskiego	Urz¹d Marsza³kowski Województwa Lubelskiego		Urz¹d Marsza³kowski Województwa Lubelskiego		
1192	79	Lublin	lubelskie	Lublin	Lublin	8	Urz¹d Miasta	20-069	ul. Leszczyñskiego 20/216	Urz¹d Miasta	Lublin	6033	UMLublin	Urz¹d Miasta Lublin		Urz¹d Miasta Lublin		
1976	80	Ruda Œl¹ska	œl¹skie	Ruda Œl¹ska	Ruda Œl¹ska	8	Urz¹d Miasta	41-709	ul. Jana Paw³a II 6	Urz¹d Miasta	Ruda Œl¹ska	3000	UMRuda Œl¹ska	Urz¹d Miasta Ruda Œl¹ska 		Urz¹d Miasta Ruda Œl¹ska	a28105012141000001001197035	
2145	81	S³upsk	pomorskie	S³upsk	S³upsk	8	Urz¹d Miasta	76-200	Pl. Zwyciêstwa 3	Urz¹d Miejski	w S³upsku	3000	UMS³upsk	Urz¹d Miejski w S³upsku 		Urz¹d Miejski w S³upsku	a08114011530000217542001011	
2295	82	Suwa³ki	podlaskie	Suwa³ki	Suwa³ki	8	Urz¹d Miasta	16-400	ul. Mickiewicza 1	Urz¹d Miejski	w Suwa³kach	3000	UMSuwa³kach	Urz¹d Miejski w Suwa³kach 		Urz¹d Miejski w Suwa³kach	a87124052111111000049279878	
2393	83	Œwiêtoch³owice	œl¹skie	Œwiêtoch³owice	Œwiêtoch³owice	8	Urz¹d Miasta	41-600	ul. Katowicka 53	Urz¹d Miejski	w Œwiêtoch³owicach	6034	UMŒwiêtoch³owicach	Urz¹d Miejski w Œwiêtoch³owicach		Urz¹d Miejski w Œwiêtoch³owicach		
2397	84	Œwinoujœcie	zachodniopomorskie	Œwinoujœcie	Œwinoujœcie	8	Urz¹d Miasta	72-600	ul. Wojska Polskiego 1/5	Urz¹d Miasta	Œwinoujœcie	6035	UMŒwinoujœciu	Urz¹d Miasta Œwinoujœcie		Urz¹d Miasta Œwinoujœcie		
231	85	Bydgoszcz	kujawsko-pomorskie	Bydgoszcz	Bydgoszcz	2	Kujawsko-Pomorski Urz¹d Wojewódzki	85-950	ul. Jagielloñska 3				Kujawsko-Pomorski UW	Kujawsko-Pomorski Urz¹d Wojewódzki		Kujawsko-Pomorski Urz¹d Wojewódzki		
230	86	Bydgoszcz	kujawsko-pomorskie	Bydgoszcz	Bydgoszcz	8	Urz¹d Miasta	85-102	ul. Przyrzecze 13	Urz¹d Miasta	Bydgoszczy	6036	UMBydgoszczy	Urz¹d Miasta Bydgoszczy		Urz¹d Miasta Bydgoszczy		
235	87	Bytom	œl¹skie	Bytom	Bytom	8	Urz¹d Miasta	41-902	ul. Parkowa 2	Urz¹d Miejski	w Bytomiu	3000	UMBytomiu	Urz¹d Miejski w Bytomiu		Urz¹d Miejski w Bytomiu	a83156010490000903000051440	
1444	88	Mys³owice	œl¹skie	Mys³owice	Mys³owice	8	Urz¹d Miasta	41-400	ul. Powstañców 1	Urz¹d Miasta	Mys³owice	6037	UMMys³owice	Urz¹d Miasta Mys³owice		Urz¹d Miasta Mys³owice		
1993	89	Rybnik	œl¹skie	Rybnik	Rybnik	8	Urz¹d Miasta	44-200	ul. Boles³awa Chrobrego 2	Urz¹d Miasta	Rybnika	3000	UMRybnika	Urz¹d Miasta Rybnika 		Urz¹d Miasta Rybnika	a20114011790000222418001003	
2485	90	Tychy	œl¹skie	Tychy	Tychy	8	Urz¹d Miasta	43-100	Al. Niepodleglosci 49	Urz¹d Miasta	Tychy	3000	UMTychy	Urz¹d Miasta Tychy 		Urz¹d Miasta Tychy	a76102025280000010202675163	
2025	91	Rzeszów	podkarpackie	Rzeszów	Rzeszów	2	Podkarpacki Urz¹d Wojewódzki	35-959	ul. Grunwaldzka 15				Podkarpacki UW	Podkarpacki Urz¹d Wojewódzki		Podkarpacki Urz¹d Wojewódzki		
2023	92	Rzeszów	podkarpackie	Rzeszów	Rzeszów	6	Urz¹d Marsza³kowski Województwa Podkarpackiego	35-010	Al. £ukasza Ciepliñskiego 4				UMWPodkarpackiego	Urz¹d Marsza³kowski Województwa Podkarpackiego		Urz¹d Marsza³kowski Województwa Podkarpackiego		
2024	93	Rzeszów	podkarpackie	Rzeszów	Rzeszów	8	Urz¹d Miasta	35-064	ul. Okrzei 1	Urz¹d Miasta	Rzeszowa	6019	UMRzeszowa	Urz¹d Miasta Rzeszowa		Urz¹d Miasta Rzeszowa		
2311	94	Szczecin	zachodniopomorskie	Szczecin	Szczecin	8	Urz¹d Miasta	70-456	Pl. Armii Krajowej 1	Urz¹d Miasta	Szczecin	6001	UMSzczecin	Urz¹d Miasta Szczecin		Urz¹d Miasta Szczecin		
2310	95	Szczecin	zachodniopomorskie	Szczecin	Szczecin	6	Urz¹d Marsza³kowski Województwa Zachodniopomorskiego	70-502	ul. Korsarzy 34				UMWZachodniopomorskiego	Urz¹d Marsza³kowski Województwa Zachodniopomorskiego		Urz¹d Marsza³kowski Województwa Zachodniopomorskiego		
2312	96	Szczecin	zachodniopomorskie	Szczecin	Szczecin	2	Zachodniopomorski Urz¹d Wojewódzki	70-502	Wa³y Chrobrego 4				Zachodniopomorski UW	Zachodniopomorski Urz¹d Wojewódzki w Szczecinie		Zachodniopomorski Urz¹d Wojewódzki w Szczecinie		
360	97	Czêstochowa	œl¹skie	Czêstochowa	Czêstochowa	8	Urz¹d Miasta	42-217	ul. Waszyngtona 5	Urz¹d Miasta	Czêstochowy	3000	UMCzêstochowa	Urz¹d Miasta Czêstochowy 		Urz¹d Miasta Czêstochowy	a92105011421000002280002078	
944	98	Koneck	kujawsko-pomorskie	aleksandrowski	Koneck	10	Urz¹d Gminy	87-702	Koneck 30	Urz¹d Gminy	Koneck	105	UMKoneck	Urz¹d Gminy Koneck		Urz¹d Gminy Koneck		
1484	99	Nieszawa	kujawsko-pomorskie	aleksandrowski	Nieszawa	8	Urz¹d Miasta	87-730	ul. 3-go Maja 2	Urz¹d Miejski	w Nieszawie	105	UMNieszawie	Urz¹d Miejski w Nieszawie		Urz¹d Miejski w Nieszawie		
